Sbj,Emo,Fctype,Grp,Emo2,Trial,Side,fixDur,fixNum,TotlDur,TotlNum,weight,fixDurPor,Famil
134,FEAR,Other,JAPAN,FEAR,2,R,3.082,6,4.498,11,0.8996,0.685193419297465,famil
134,FEAR,Other,JAPAN,HAPPY,2,L,1.299,4,4.498,11,0.8996,0.288795020008893,novel
135,HAPPY,Other,JAPAN,FEAR,1,L,0.983,2,4.48,9,0.896,0.219419642857143,novel
135,HAPPY,Other,JAPAN,HAPPY,1,R,3.397,6,4.48,9,0.896,0.758258928571429,famil
135,HAPPY,Other,JAPAN,FEAR,2,R,1.215,3,2.531,6,0.5062,0.480047412090083,novel
135,HAPPY,Other,JAPAN,HAPPY,2,L,1.033,2,2.531,6,0.5062,0.408139075464243,famil
136,HAPPY,Other,JAPAN,FEAR,1,L,3.334,7,5,11,1,0.6668,novel
136,HAPPY,Other,JAPAN,HAPPY,1,R,1.666,4,5,11,1,0.3332,famil
136,HAPPY,Other,JAPAN,FEAR,2,R,2.681,5,4.713,12,0.9426,0.568852111181837,novel
136,HAPPY,Other,JAPAN,HAPPY,2,L,1.565,5,4.713,12,0.9426,0.332060258858476,famil
137,HAPPY,Other,JAPAN,FEAR,1,L,2.852,4,5,11,1,0.5704,novel
137,HAPPY,Other,JAPAN,HAPPY,1,R,2.148,7,5,11,1,0.4296,famil
137,HAPPY,Other,JAPAN,FEAR,2,R,1.316,3,4.531,9,0.9062,0.290443610681969,novel
137,HAPPY,Other,JAPAN,HAPPY,2,L,3.115,5,4.531,9,0.9062,0.687486206135511,famil
138,HAPPY,Other,JAPAN,FEAR,1,L,4.218,9,5,12,1,0.8436,novel
138,HAPPY,Other,JAPAN,HAPPY,1,R,0.782,3,5,12,1,0.1564,famil
138,HAPPY,Other,JAPAN,FEAR,2,R,0.466,2,2.915,8,0.583,0.159862778730703,novel
138,HAPPY,Other,JAPAN,HAPPY,2,L,2.449,6,2.915,8,0.583,0.840137221269297,famil
139,HAPPY,Other,JAPAN,FEAR,1,L,2.682,5,4.58,9,0.916,0.585589519650655,novel
139,HAPPY,Other,JAPAN,HAPPY,1,R,1.898,4,4.58,9,0.916,0.414410480349345,famil
139,HAPPY,Other,JAPAN,FEAR,2,R,2.482,4,4.598,9,0.9196,0.539799913005655,novel
139,HAPPY,Other,JAPAN,HAPPY,2,L,1.999,4,4.598,9,0.9196,0.434754240974337,famil
140,HAPPY,Other,JAPAN,FEAR,1,R,2.348,5,4.497,10,0.8994,0.522125861685568,novel
140,HAPPY,Other,JAPAN,HAPPY,1,L,2.149,5,4.497,10,0.8994,0.477874138314432,famil
140,HAPPY,Other,JAPAN,FEAR,2,L,1.932,4,4.863,11,0.9726,0.397285626156693,novel
140,HAPPY,Other,JAPAN,HAPPY,2,R,2.648,6,4.863,11,0.9726,0.54451984371787,famil
141,HAPPY,Other,JAPAN,FEAR,1,R,2.948,8,3.481,9,0.6962,0.846883079574835,novel
141,HAPPY,Other,JAPAN,HAPPY,1,L,0.533,1,3.481,9,0.6962,0.153116920425165,famil
141,HAPPY,Other,JAPAN,FEAR,2,L,1.332,4,3.98,8,0.796,0.334673366834171,novel
141,HAPPY,Other,JAPAN,HAPPY,2,R,2.515,3,3.98,8,0.796,0.631909547738693,famil
142,HAPPY,Other,JAPAN,FEAR,1,L,2.149,5,3.747,9,0.7494,0.573525487056312,novel
142,HAPPY,Other,JAPAN,HAPPY,1,R,1.332,3,3.747,9,0.7494,0.355484387510008,famil
142,HAPPY,Other,JAPAN,FEAR,2,R,0.8,2,4.264,12,0.8528,0.187617260787992,novel
142,HAPPY,Other,JAPAN,HAPPY,2,L,2.998,7,4.264,12,0.8528,0.703095684803002,famil
143,HAPPY,Other,JAPAN,FEAR,1,L,2.548,6,4.697,11,0.9394,0.5424739195231,novel
143,HAPPY,Other,JAPAN,HAPPY,1,R,2.149,5,4.697,11,0.9394,0.4575260804769,famil
143,HAPPY,Other,JAPAN,FEAR,2,R,2.215,4,4.697,10,0.9394,0.471577602725144,novel
143,HAPPY,Other,JAPAN,HAPPY,2,L,2.482,6,4.697,10,0.9394,0.528422397274856,famil
144,HAPPY,Other,JAPAN,FEAR,1,R,2.547,6,4.213,14,0.8426,0.604557322572988,novel
144,HAPPY,Other,JAPAN,HAPPY,1,L,1.333,6,4.213,14,0.8426,0.316401614051745,famil
144,HAPPY,Other,JAPAN,FEAR,2,L,1.583,6,3.032,10,0.6064,0.522097625329815,novel
144,HAPPY,Other,JAPAN,HAPPY,2,R,1.449,4,3.032,10,0.6064,0.477902374670185,famil
145,HAPPY,Other,JAPAN,FEAR,1,R,1.75,4,4.68,10,0.936,0.373931623931624,novel
145,HAPPY,Other,JAPAN,HAPPY,1,L,2.697,5,4.68,10,0.936,0.576282051282051,famil
145,HAPPY,Other,JAPAN,FEAR,2,L,1.948,3,3.764,9,0.7528,0.517534537725824,novel
145,HAPPY,Other,JAPAN,HAPPY,2,R,1.516,4,3.764,9,0.7528,0.402763018065887,famil
146,HAPPY,Other,JAPAN,FEAR,1,L,2.381,8,3.83,11,0.766,0.621671018276762,novel
146,HAPPY,Other,JAPAN,HAPPY,1,R,1.449,3,3.83,11,0.766,0.378328981723238,famil
146,HAPPY,Other,JAPAN,FEAR,2,R,0.849,3,2.131,7,0.4262,0.398404504927264,novel
146,HAPPY,Other,JAPAN,HAPPY,2,L,1.282,4,2.131,7,0.4262,0.601595495072736,famil
147,HAPPY,Other,JAPAN,FEAR,1,R,2.248,3,3.83,8,0.766,0.586945169712794,novel
147,HAPPY,Other,JAPAN,HAPPY,1,L,1.332,4,3.83,8,0.766,0.347780678851175,famil
147,HAPPY,Other,JAPAN,FEAR,2,L,1.482,7,2.232,9,0.4464,0.663978494623656,novel
147,HAPPY,Other,JAPAN,HAPPY,2,R,0.75,2,2.232,9,0.4464,0.336021505376344,famil
148,HAPPY,Other,JAPAN,FEAR,1,L,1.649,3,5,8,1,0.3298,novel
148,HAPPY,Other,JAPAN,HAPPY,1,R,3.351,5,5,8,1,0.6702,famil
148,HAPPY,Other,JAPAN,FEAR,2,R,3.747,7,4.88,9,0.976,0.767827868852459,novel
148,HAPPY,Other,JAPAN,HAPPY,2,L,1.133,2,4.88,9,0.976,0.232172131147541,famil
149,HAPPY,Other,JAPAN,FEAR,1,L,1.099,5,1.166,7,0.2332,0.94253859348199,novel
149,HAPPY,Other,JAPAN,HAPPY,1,R,0.05,1,1.166,7,0.2332,0.0428816466552316,famil
149,HAPPY,Other,JAPAN,FEAR,2,R,1.166,2,2.831,9,0.5662,0.411868597668668,novel
149,HAPPY,Other,JAPAN,HAPPY,2,L,1.565,6,2.831,9,0.5662,0.552808194984104,famil
150,HAPPY,Other,JAPAN,FEAR,1,R,2.336,4,5,9,1,0.4672,novel
150,HAPPY,Other,JAPAN,HAPPY,1,L,2.664,5,5,9,1,0.5328,famil
150,HAPPY,Other,JAPAN,FEAR,2,L,2.715,3,3.565,6,0.713,0.761570827489481,novel
150,HAPPY,Other,JAPAN,HAPPY,2,R,0.75,2,3.565,6,0.713,0.210378681626928,famil
151,HAPPY,Other,JAPAN,FEAR,1,R,2.116,6,5,14,1,0.4232,novel
151,HAPPY,Other,JAPAN,HAPPY,1,L,2.884,8,5,14,1,0.5768,famil
151,HAPPY,Other,JAPAN,FEAR,2,L,2.465,6,4.664,13,0.9328,0.528516295025729,novel
151,HAPPY,Other,JAPAN,HAPPY,2,R,1.716,5,4.664,13,0.9328,0.367924528301887,famil
152,HAPPY,Other,JAPAN,FEAR,1,R,2.481,8,4.846,14,0.9692,0.511968633924887,novel
152,HAPPY,Other,JAPAN,HAPPY,1,L,2.365,6,4.846,14,0.9692,0.488031366075114,famil
152,HAPPY,Other,JAPAN,FEAR,2,L,3.335,9,5,14,1,0.667,novel
152,HAPPY,Other,JAPAN,HAPPY,2,R,1.665,5,5,14,1,0.333,famil
153,HAPPY,Other,JAPAN,FEAR,1,R,3.164,9,4.912,17,0.9824,0.64413680781759,novel
153,HAPPY,Other,JAPAN,HAPPY,1,L,1.465,6,4.912,17,0.9824,0.298249185667752,famil
153,HAPPY,Other,JAPAN,FEAR,2,L,2.266,6,4.914,12,0.9828,0.461131461131461,novel
153,HAPPY,Other,JAPAN,HAPPY,2,R,2.265,4,4.914,12,0.9828,0.460927960927961,famil
